Enseñanza;Cód. Modalidad;Modalidad;Curso;Turno;Cód. RCD Centro;Nº Matriculados;Localidad;Sexo;Provincia
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50001829;1;Ejea de los Caballeros;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50001829;1;Ejea de los Caballeros;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50001829;1;Ejea de los Caballeros;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002491;1;Huesca;M;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002491;1;Huesca;M;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50001829;1;Ejea de los Caballeros;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50001829;1;Ejea de los Caballeros;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50001829;1;Ejea de los Caballeros;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50001829;1;Ejea de los Caballeros;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50001829;1;Ejea de los Caballeros;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;M;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50001829;1;Ejea de los Caballeros;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50001829;1;Ejea de los Caballeros;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50001829;1;Ejea de los Caballeros;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50001829;1;Ejea de los Caballeros;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;M;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50001829;1;Ejea de los Caballeros;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50001829;1;Ejea de los Caballeros;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;M;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;M;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50001829;1;Ejea de los Caballeros;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50001829;1;Ejea de los Caballeros;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50001829;1;Ejea de los Caballeros;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;44003028;1;San Blas;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;50001829;1;Ejea de los Caballeros;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;1;Diurno;22002740;1;Jaca;M;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;2;Diurno;44003028;1;San Blas;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;2;Diurno;50005690;1;Movera;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;2;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;2;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;2;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;2;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;2;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;2;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;2;Diurno;22002491;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;2;Diurno;50005690;1;Movera;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;2;Diurno;50001829;1;Ejea de los Caballeros;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;AGA302;Gestión Forestal y del Medio Natural;2;Diurno;44003028;1;San Blas;H;Teruel
